account_id,time,default_rate,r12_gdp_bl,r12_gdp_st
412614,2018,,1.790401,1.769894
412614,2019,,1.601768,1.604487
412614,2020,,1.494786,1.494678
412734,2005,,0.8475649,0.8475649
412734,2006,,3.807042,3.807042
412734,2007,,3.335074,3.335074
412734,2008,0.0030306,0.8056425,0.8056425
412734,2009,0.0149072,-5.223765,-5.223765
412734,2010,0.0001,3.786477,3.786477
412734,2011,0.001443,3.344833,3.344833
412734,2012,0.002286,0.8923269,0.8923269
412734,2013,0.002813,0.5314357,0.5314357
412734,2014,,1.744751,-0.8668542
412734,2015,,1.953805,-1.751212
412734,2016,,1.777671,0.3236178
412734,2017,,1.697906,1.716037
412734,2018,,1.790401,1.769894
412734,2019,,1.601768,1.604487
412734,2020,,1.494786,1.494678
412845,2005,,0.8475649,0.8475649
412845,2006,,3.807042,3.807042
412845,2007,,3.335074,3.335074
412845,2008,,0.8056425,0.8056425
412845,2009,0.0283301,-5.223765,-5.223765
412845,2010,0.0001,3.786477,3.786477
412845,2011,0.016,3.344833,3.344833
412845,2012,0.0194,0.8923269,0.8923269
412845,2013,0.014188,0.5314357,0.5314357
412845,2014,,1.744751,-0.8668542
412845,2015,,1.953805,-1.751212
412845,2016,,1.777671,0.3236178
412845,2017,,1.697906,1.716037
412845,2018,,1.790401,1.769894
412845,2019,,1.601768,1.604487
412845,2020,,1.494786,1.494678
412923,2005,,0.8475649,0.8475649
412923,2006,,3.807042,3.807042
412923,2007,,3.335074,3.335074
412923,2008,0.0074148,0.8056425,0.8056425
412923,2009,0.0345799,-5.223765,-5.223765
412923,2010,0.011473,3.786477,3.786477
412923,2011,0.015785,3.344833,3.344833
412923,2012,0.015084,0.8923269,0.8923269
412923,2013,0.015334,0.5314357,0.5314357
412923,2014,,1.744751,-0.8668542
412923,2015,,1.953805,-1.751212
412923,2016,,1.777671,0.3236178
412923,2017,,1.697906,1.716037
412923,2018,,1.790401,1.769894
412923,2019,,1.601768,1.604487
412923,2020,,1.494786,1.494678
412956,2005,,0.8475649,0.8475649
412956,2006,,3.807042,3.807042
412956,2007,,3.335074,3.335074
412956,2008,0.0071276,0.8056425,0.8056425
412956,2009,0.01606,-5.223765,-5.223765
412956,2010,,3.786477,3.786477
412956,2011,,3.344833,3.344833
412956,2012,,0.8923269,0.8923269
412956,2013,,0.5314357,0.5314357
412956,2014,,1.744751,-0.8668542
412956,2015,,1.953805,-1.751212
412956,2016,,1.777671,0.3236178
412956,2017,,1.697906,1.716037
412956,2018,,1.790401,1.769894
412956,2019,,1.601768,1.604487
412956,2020,,1.494786,1.494678
412989,2005,,0.8475649,0.8475649
412989,2006,,3.807042,3.807042
412989,2007,,3.335074,3.335074
412989,2008,,0.8056425,0.8056425
412989,2009,0.1212,-5.223765,-5.223765
412989,2010,0.196617,3.786477,3.786477
412989,2011,0.334653,3.344833,3.344833
412989,2012,,0.8923269,0.8923269
412989,2013,,0.5314357,0.5314357
412989,2014,,1.744751,-0.8668542
412989,2015,,1.953805,-1.751212
412989,2016,,1.777671,0.3236178
412989,2017,,1.697906,1.716037
412989,2018,,1.790401,1.769894
412989,2019,,1.601768,1.604487
412989,2020,,1.494786,1.494678
413062,2005,,0.8475649,0.8475649
413062,2006,,3.807042,3.807042
413062,2007,,3.335074,3.335074
413062,2008,0.0072411,0.8056425,0.8056425
413062,2009,0.0215249,-5.223765,-5.223765
413062,2010,0.0001,3.786477,3.786477
413062,2011,0.001405,3.344833,3.344833
413062,2012,0.001279,0.8923269,0.8923269
413062,2013,0.001272,0.5314357,0.5314357
413062,2014,,1.744751,-0.8668542
413062,2015,,1.953805,-1.751212
413062,2016,,1.777671,0.3236178
413062,2017,,1.697906,1.716037
413062,2018,,1.790401,1.769894
413062,2019,,1.601768,1.604487
413062,2020,,1.494786,1.494678
413099,2005,,0.8475649,0.8475649
413099,2006,,3.807042,3.807042
413099,2007,,3.335074,3.335074
413099,2008,0.0448189,0.8056425,0.8056425
413099,2009,0.1106437,-5.223765,-5.223765
413099,2010,,3.786477,3.786477
413099,2011,,3.344833,3.344833
413099,2012,,0.8923269,0.8923269
413099,2013,,0.5314357,0.5314357
413099,2014,,1.744751,-0.8668542
413099,2015,,1.953805,-1.751212
413099,2016,,1.777671,0.3236178
413099,2017,,1.697906,1.716037
413099,2018,,1.790401,1.769894
413099,2019,,1.601768,1.604487
413099,2020,,1.494786,1.494678
413102,2005,,0.8475649,0.8475649
413102,2006,,3.807042,3.807042
413102,2007,,3.335074,3.335074
413102,2008,0.0448189,0.8056425,0.8056425
413102,2009,0.1106437,-5.223765,-5.223765
413102,2010,,3.786477,3.786477
413102,2011,,3.344833,3.344833
413102,2012,,0.8923269,0.8923269
413102,2013,,0.5314357,0.5314357
413102,2014,,1.744751,-0.8668542
413102,2015,,1.953805,-1.751212
413102,2016,,1.777671,0.3236178
413102,2017,,1.697906,1.716037
413102,2018,,1.790401,1.769894
413102,2019,,1.601768,1.604487
413102,2020,,1.494786,1.494678
413112,2005,,0.8475649,0.8475649
413112,2006,,3.807042,3.807042
413112,2007,,3.335074,3.335074
413112,2008,0.007704,0.8056425,0.8056425
413112,2009,0.0200715,-5.223765,-5.223765
413112,2010,0.011,3.786477,3.786477
413112,2011,0.033781,3.344833,3.344833
413112,2012,0.049476,0.8923269,0.8923269
413112,2013,0.0648,0.5314357,0.5314357
413112,2014,,1.744751,-0.8668542
413112,2015,,1.953805,-1.751212
413112,2016,,1.777671,0.3236178
413112,2017,,1.697906,1.716037
413112,2018,,1.790401,1.769894
413112,2019,,1.601768,1.604487
413112,2020,,1.494786,1.494678
413129,2005,,0.8475649,0.8475649
413129,2006,,3.807042,3.807042
413129,2007,,3.335074,3.335074
413129,2008,0.007704,0.8056425,0.8056425
413129,2009,0.0200715,-5.223765,-5.223765
413129,2010,0.011,3.786477,3.786477
413129,2011,0.033781,3.344833,3.344833
413129,2012,0.049476,0.8923269,0.8923269
413129,2013,0.0648,0.5314357,0.5314357
413129,2014,,1.744751,-0.8668542
413129,2015,,1.953805,-1.751212
413129,2016,,1.777671,0.3236178
413129,2017,,1.697906,1.716037
413129,2018,,1.790401,1.769894
413129,2019,,1.601768,1.604487
413129,2020,,1.494786,1.494678
413130,2005,,0.8475649,0.8475649
413130,2006,,3.807042,3.807042
413130,2007,,3.335074,3.335074
413130,2008,0.007704,0.8056425,0.8056425
413130,2009,,-5.223765,-5.223765
413130,2010,,3.786477,3.786477
413130,2011,,3.344833,3.344833
413130,2012,,0.8923269,0.8923269
413130,2013,,0.5314357,0.5314357
413130,2014,,1.744751,-0.8668542
413130,2015,,1.953805,-1.751212
413130,2016,,1.777671,0.3236178
413130,2017,,1.697906,1.716037
413130,2018,,1.790401,1.769894
413130,2019,,1.601768,1.604487
413130,2020,,1.494786,1.494678
413132,2005,,0.8475649,0.8475649
413132,2006,,3.807042,3.807042
413132,2007,,3.335074,3.335074
413132,2008,0.007704,0.8056425,0.8056425
413132,2009,0.0200715,-5.223765,-5.223765
413132,2010,0.011,3.786477,3.786477
413132,2011,0.033781,3.344833,3.344833
413132,2012,0.049476,0.8923269,0.8923269
413132,2013,0.0648,0.5314357,0.5314357
413132,2014,,1.744751,-0.8668542
413132,2015,,1.953805,-1.751212
413132,2016,,1.777671,0.3236178
413132,2017,,1.697906,1.716037
413132,2018,,1.790401,1.769894
413132,2019,,1.601768,1.604487
413132,2020,,1.494786,1.494678
413133,2005,,0.8475649,0.8475649
413133,2006,,3.807042,3.807042
413133,2007,,3.335074,3.335074
413133,2008,0.007704,0.8056425,0.8056425
413133,2009,0.0200715,-5.223765,-5.223765
413133,2010,0.011,3.786477,3.786477
413133,2011,0.033781,3.344833,3.344833
413133,2012,0.049476,0.8923269,0.8923269
413133,2013,0.0648,0.5314357,0.5314357
413133,2014,,1.744751,-0.8668542
413133,2015,,1.953805,-1.751212
413133,2016,,1.777671,0.3236178
413133,2017,,1.697906,1.716037
413133,2018,,1.790401,1.769894
413133,2019,,1.601768,1.604487
413133,2020,,1.494786,1.494678
413135,2005,,0.8475649,0.8475649
413135,2006,,3.807042,3.807042
413135,2007,,3.335074,3.335074
413135,2008,0.007704,0.8056425,0.8056425
413135,2009,0.0200715,-5.223765,-5.223765
413135,2010,0.011,3.786477,3.786477
413135,2011,0.033781,3.344833,3.344833
413135,2012,0.049476,0.8923269,0.8923269
413135,2013,0.0648,0.5314357,0.5314357
413135,2014,,1.744751,-0.8668542
413135,2015,,1.953805,-1.751212
413135,2016,,1.777671,0.3236178
413135,2017,,1.697906,1.716037
413135,2018,,1.790401,1.769894
413135,2019,,1.601768,1.604487
413135,2020,,1.494786,1.494678
413136,2005,,0.8475649,0.8475649
413136,2006,,3.807042,3.807042
413136,2007,,3.335074,3.335074
413136,2008,0.007704,0.8056425,0.8056425
413136,2009,0.0200715,-5.223765,-5.223765
413136,2010,0.011,3.786477,3.786477
413136,2011,0.033781,3.344833,3.344833
413136,2012,0.049476,0.8923269,0.8923269
413136,2013,0.0648,0.5314357,0.5314357
413136,2014,,1.744751,-0.8668542
413136,2015,,1.953805,-1.751212
413136,2016,,1.777671,0.3236178
413136,2017,,1.697906,1.716037
413136,2018,,1.790401,1.769894
413136,2019,,1.601768,1.604487
413136,2020,,1.494786,1.494678
413138,2005,,0.8475649,0.8475649
413138,2006,,3.807042,3.807042
413138,2007,,3.335074,3.335074
413138,2008,0.007704,0.8056425,0.8056425
413138,2009,,-5.223765,-5.223765
413138,2010,,3.786477,3.786477
413138,2011,,3.344833,3.344833
413138,2012,,0.8923269,0.8923269
413138,2013,,0.5314357,0.5314357
413138,2014,,1.744751,-0.8668542
413138,2015,,1.953805,-1.751212
413138,2016,,1.777671,0.3236178
413138,2017,,1.697906,1.716037
413138,2018,,1.790401,1.769894
413138,2019,,1.601768,1.604487
413138,2020,,1.494786,1.494678
413144,2005,,0.8475649,0.8475649
413144,2006,,3.807042,3.807042
413144,2007,,3.335074,3.335074
413144,2008,0.007704,0.8056425,0.8056425
413144,2009,0.0200715,-5.223765,-5.223765
413144,2010,0.011,3.786477,3.786477
413144,2011,,3.344833,3.344833
413144,2012,,0.8923269,0.8923269
413144,2013,,0.5314357,0.5314357
413144,2014,,1.744751,-0.8668542
413144,2015,,1.953805,-1.751212
413144,2016,,1.777671,0.3236178
413144,2017,,1.697906,1.716037
413144,2018,,1.790401,1.769894
413144,2019,,1.601768,1.604487
413144,2020,,1.494786,1.494678
413154,2005,,0.8475649,0.8475649
413154,2006,,3.807042,3.807042
413154,2007,,3.335074,3.335074
413154,2008,0.007704,0.8056425,0.8056425
413154,2009,0.0200715,-5.223765,-5.223765
413154,2010,0.011,3.786477,3.786477
413154,2011,0.033781,3.344833,3.344833
413154,2012,0.049476,0.8923269,0.8923269
413154,2013,0.0648,0.5314357,0.5314357
413154,2014,,1.744751,-0.8668542
413154,2015,,1.953805,-1.751212
413154,2016,,1.777671,0.3236178
413154,2017,,1.697906,1.716037
413154,2018,,1.790401,1.769894
413154,2019,,1.601768,1.604487
413154,2020,,1.494786,1.494678
413518,2005,,0.8475649,0.8475649
413518,2006,,3.807042,3.807042
413518,2007,,3.335074,3.335074
413518,2008,,0.8056425,0.8056425
413518,2009,,-5.223765,-5.223765
413518,2010,0.0001,3.786477,3.786477
413518,2011,0.004078,3.344833,3.344833
413518,2012,0.006869,0.8923269,0.8923269
413518,2013,0.021,0.5314357,0.5314357
413518,2014,,1.744751,-0.8668542
413518,2015,,1.953805,-1.751212
413518,2016,,1.777671,0.3236178
413518,2017,,1.697906,1.716037
413518,2018,,1.790401,1.769894
413518,2019,,1.601768,1.604487
413518,2020,,1.494786,1.494678
413605,2005,,0.8475649,0.8475649
413605,2006,,3.807042,3.807042
413605,2007,,3.335074,3.335074
413605,2008,,0.8056425,0.8056425
413605,2009,,-5.223765,-5.223765
413605,2010,,3.786477,3.786477
413605,2011,,3.344833,3.344833
413605,2012,0.033277,0.8923269,0.8923269
413605,2013,0.01851,0.5314357,0.5314357
413605,2014,,1.744751,-0.8668542
413605,2015,,1.953805,-1.751212
413605,2016,,1.777671,0.3236178
413605,2017,,1.697906,1.716037
413605,2018,,1.790401,1.769894
413605,2019,,1.601768,1.604487
413605,2020,,1.494786,1.494678
413721,2005,,0.8475649,0.8475649
413721,2006,,3.807042,3.807042
413721,2007,,3.335074,3.335074
413721,2008,0.018,0.8056425,0.8056425
413721,2009,0.0315105,-5.223765,-5.223765
413721,2010,0.008202,3.786477,3.786477
413721,2011,,3.344833,3.344833
413721,2012,,0.8923269,0.8923269
413721,2013,0.006685,0.5314357,0.5314357
413721,2014,,1.744751,-0.8668542
413721,2015,,1.953805,-1.751212
413721,2016,,1.777671,0.3236178
413721,2017,,1.697906,1.716037
413721,2018,,1.790401,1.769894
413721,2019,,1.601768,1.604487
413721,2020,,1.494786,1.494678
413786,2005,,0.8475649,0.8475649
413786,2006,,3.807042,3.807042
413786,2007,,3.335074,3.335074
413786,2008,0.0045287,0.8056425,0.8056425
413786,2009,0.0290436,-5.223765,-5.223765
413786,2010,0.0001,3.786477,3.786477
413786,2011,0.002513,3.344833,3.344833
413786,2012,0.003301,0.8923269,0.8923269
413786,2013,0.0034,0.5314357,0.5314357
413786,2014,,1.744751,-0.8668542
413786,2015,,1.953805,-1.751212
413786,2016,,1.777671,0.3236178
413786,2017,,1.697906,1.716037
413786,2018,,1.790401,1.769894
413786,2019,,1.601768,1.604487
413786,2020,,1.494786,1.494678
413913,2005,,0.8475649,0.8475649
413913,2006,,3.807042,3.807042
413913,2007,,3.335074,3.335074
413913,2008,0.002289,0.8056425,0.8056425
413913,2009,0.0135189,-5.223765,-5.223765
413913,2010,0.0001,3.786477,3.786477
413913,2011,0.008197,3.344833,3.344833
413913,2012,0.0064,0.8923269,0.8923269
413913,2013,0.0221,0.5314357,0.5314357
413913,2014,,1.744751,-0.8668542
413913,2015,,1.953805,-1.751212
413913,2016,,1.777671,0.3236178
413913,2017,,1.697906,1.716037
413913,2018,,1.790401,1.769894
413913,2019,,1.601768,1.604487
413913,2020,,1.494786,1.494678
413929,2005,,0.8475649,0.8475649
413929,2006,,3.807042,3.807042
413929,2007,,3.335074,3.335074
413929,2008,0.0047339,0.8056425,0.8056425
413929,2009,0.0175,-5.223765,-5.223765
413929,2010,0.0001,3.786477,3.786477
413929,2011,0.003245,3.344833,3.344833
413929,2012,0.002736,0.8923269,0.8923269
413929,2013,,0.5314357,0.5314357
413929,2014,,1.744751,-0.8668542
413929,2015,,1.953805,-1.751212
413929,2016,,1.777671,0.3236178
413929,2017,,1.697906,1.716037
413929,2018,,1.790401,1.769894
413929,2019,,1.601768,1.604487
413929,2020,,1.494786,1.494678
413931,2005,,0.8475649,0.8475649
413931,2006,,3.807042,3.807042
413931,2007,,3.335074,3.335074
413931,2008,0.0078131,0.8056425,0.8056425
413931,2009,,-5.223765,-5.223765
413931,2010,,3.786477,3.786477
413931,2011,,3.344833,3.344833
413931,2012,,0.8923269,0.8923269
413931,2013,,0.5314357,0.5314357
413931,2014,,1.744751,-0.8668542
413931,2015,,1.953805,-1.751212
413931,2016,,1.777671,0.3236178
413931,2017,,1.697906,1.716037
413931,2018,,1.790401,1.769894
413931,2019,,1.601768,1.604487
413931,2020,,1.494786,1.494678
414015,2005,,0.8475649,0.8475649
414015,2006,,3.807042,3.807042
414015,2007,,3.335074,3.335074
414015,2008,,0.8056425,0.8056425
414015,2009,,-5.223765,-5.223765
414015,2010,,3.786477,3.786477
414015,2011,,3.344833,3.344833
414015,2012,,0.8923269,0.8923269
414015,2013,0.081799,0.5314357,0.5314357
414015,2014,,1.744751,-0.8668542
414015,2015,,1.953805,-1.751212
414015,2016,,1.777671,0.3236178
414015,2017,,1.697906,1.716037
414015,2018,,1.790401,1.769894
414015,2019,,1.601768,1.604487
414015,2020,,1.494786,1.494678
414020,2005,,0.8475649,0.8475649
414020,2006,,3.807042,3.807042
414020,2007,,3.335074,3.335074
414020,2008,0.0071976,0.8056425,0.8056425
414020,2009,0.0545729,-5.223765,-5.223765
414020,2010,0.006377,3.786477,3.786477
414020,2011,0.013526,3.344833,3.344833
414020,2012,,0.8923269,0.8923269
414020,2013,,0.5314357,0.5314357
414020,2014,,1.744751,-0.8668542
414020,2015,,1.953805,-1.751212
414020,2016,,1.777671,0.3236178
414020,2017,,1.697906,1.716037
414020,2018,,1.790401,1.769894
414020,2019,,1.601768,1.604487
414020,2020,,1.494786,1.494678
414022,2005,,0.8475649,0.8475649
414022,2006,,3.807042,3.807042
414022,2007,,3.335074,3.335074
414022,2008,,0.8056425,0.8056425
414022,2009,,-5.223765,-5.223765
414022,2010,,3.786477,3.786477
414022,2011,,3.344833,3.344833
414022,2012,,0.8923269,0.8923269
414022,2013,0.081799,0.5314357,0.5314357
414022,2014,,1.744751,-0.8668542
414022,2015,,1.953805,-1.751212
414022,2016,,1.777671,0.3236178
414022,2017,,1.697906,1.716037
414022,2018,,1.790401,1.769894
414022,2019,,1.601768,1.604487
414022,2020,,1.494786,1.494678
414119,2005,,0.8475649,0.8475649
414119,2006,,3.807042,3.807042
414119,2007,,3.335074,3.335074
414119,2008,0.0058,0.8056425,0.8056425
414119,2009,0.0164649,-5.223765,-5.223765
414119,2010,0.0001,3.786477,3.786477
414119,2011,0.016537,3.344833,3.344833
414119,2012,0.013581,0.8923269,0.8923269
414119,2013,0.061138,0.5314357,0.5314357
414119,2014,,1.744751,-0.8668542
414119,2015,,1.953805,-1.751212
414119,2016,,1.777671,0.3236178
414119,2017,,1.697906,1.716037
414119,2018,,1.790401,1.769894
414119,2019,,1.601768,1.604487
414119,2020,,1.494786,1.494678
414192,2005,,0.8475649,0.8475649
414192,2006,,3.807042,3.807042
414192,2007,,3.335074,3.335074
414192,2008,0.006,0.8056425,0.8056425
414192,2009,0.015,-5.223765,-5.223765
414192,2010,0.0001,3.786477,3.786477
414209,2005,,0.8475649,0.8475649
414209,2006,,3.807042,3.807042
414209,2007,,3.335074,3.335074
414209,2008,0.0079172,0.8056425,0.8056425
414209,2009,0.021742,-5.223765,-5.223765
414209,2010,0.0001,3.786477,3.786477
414209,2011,0.023495,3.344833,3.344833
414209,2012,0.019692,0.8923269,0.8923269
414209,2013,0.019692,0.5314357,0.5314357
414209,2014,,1.744751,-0.8668542
414209,2015,,1.953805,-1.751212
414209,2016,,1.777671,0.3236178
414209,2017,,1.697906,1.716037
414209,2018,,1.790401,1.769894
414209,2019,,1.601768,1.604487
414209,2020,,1.494786,1.494678
414309,2005,,0.8475649,0.8475649
414309,2006,,3.807042,3.807042
414309,2007,,3.335074,3.335074
414309,2008,0.0448189,0.8056425,0.8056425
414309,2009,0.1106437,-5.223765,-5.223765
414309,2010,,3.786477,3.786477
414309,2011,,3.344833,3.344833
414309,2012,,0.8923269,0.8923269
414309,2013,,0.5314357,0.5314357
414309,2014,,1.744751,-0.8668542
414309,2015,,1.953805,-1.751212
414309,2016,,1.777671,0.3236178
414309,2017,,1.697906,1.716037
414309,2018,,1.790401,1.769894
414309,2019,,1.601768,1.604487
414309,2020,,1.494786,1.494678
414436,2005,,0.8475649,0.8475649
414436,2006,,3.807042,3.807042
414436,2007,,3.335074,3.335074
414436,2008,,0.8056425,0.8056425
414436,2009,0.0305182,-5.223765,-5.223765
414436,2010,0.002,3.786477,3.786477
414436,2011,0.032224,3.344833,3.344833
414436,2012,0.010197,0.8923269,0.8923269
414436,2013,0.0109,0.5314357,0.5314357
414436,2014,,1.744751,-0.8668542
414436,2015,,1.953805,-1.751212
414436,2016,,1.777671,0.3236178
414436,2017,,1.697906,1.716037
414436,2018,,1.790401,1.769894
414436,2019,,1.601768,1.604487
414436,2020,,1.494786,1.494678
414508,2005,,0.8475649,0.8475649
414508,2006,,3.807042,3.807042
414508,2007,,3.335074,3.335074
414508,2008,0.0099015,0.8056425,0.8056425
414508,2009,0.0183441,-5.223765,-5.223765
414508,2010,0.0001,3.786477,3.786477
414508,2011,0.001186,3.344833,3.344833
414508,2012,0.002018,0.8923269,0.8923269
414508,2013,0.002597,0.5314357,0.5314357
414508,2014,,1.744751,-0.8668542
414508,2015,,1.953805,-1.751212
414508,2016,,1.777671,0.3236178
414508,2017,,1.697906,1.716037
414508,2018,,1.790401,1.769894
414508,2019,,1.601768,1.604487
414508,2020,,1.494786,1.494678
414592,2005,,0.8475649,0.8475649
414592,2006,,3.807042,3.807042
414592,2007,,3.335074,3.335074
414592,2008,0.0100124,0.8056425,0.8056425
414592,2009,0.0194962,-5.223765,-5.223765
414592,2010,0.0001,3.786477,3.786477
414592,2011,,3.344833,3.344833
414592,2012,,0.8923269,0.8923269
414592,2013,,0.5314357,0.5314357
414592,2014,,1.744751,-0.8668542
414592,2015,,1.953805,-1.751212
414592,2016,,1.777671,0.3236178
414592,2017,,1.697906,1.716037
414592,2018,,1.790401,1.769894
414592,2019,,1.601768,1.604487
414592,2020,,1.494786,1.494678
414627,2005,,0.8475649,0.8475649
414627,2006,,3.807042,3.807042
414627,2007,,3.335074,3.335074
414627,2008,0.0053766,0.8056425,0.8056425
414627,2009,0.0159009,-5.223765,-5.223765
414627,2010,0.0001,3.786477,3.786477
414627,2011,0.00091,3.344833,3.344833
414627,2012,0.001515,0.8923269,0.8923269
414627,2013,0.001287,0.5314357,0.5314357
414627,2014,,1.744751,-0.8668542
414627,2015,,1.953805,-1.751212
414627,2016,,1.777671,0.3236178
414627,2017,,1.697906,1.716037
414627,2018,,1.790401,1.769894
414627,2019,,1.601768,1.604487
414627,2020,,1.494786,1.494678
414651,2005,,0.8475649,0.8475649
414651,2006,,3.807042,3.807042
414651,2007,,3.335074,3.335074
414651,2008,0.0079172,0.8056425,0.8056425
414651,2009,0.0203916,-5.223765,-5.223765
414651,2010,0.0001,3.786477,3.786477
414651,2011,0.023495,3.344833,3.344833
414651,2012,0.019692,0.8923269,0.8923269
414651,2013,0.019692,0.5314357,0.5314357
414651,2014,,1.744751,-0.8668542
414651,2015,,1.953805,-1.751212
414651,2016,,1.777671,0.3236178
414651,2017,,1.697906,1.716037
414651,2018,,1.790401,1.769894
414651,2019,,1.601768,1.604487
414651,2020,,1.494786,1.494678
414983,2005,,0.8475649,0.8475649
414983,2006,,3.807042,3.807042
414983,2007,,3.335074,3.335074
414983,2008,0.0055861,0.8056425,0.8056425
414983,2009,0.015707,-5.223765,-5.223765
414983,2010,0.0001,3.786477,3.786477
414983,2011,0.011474,3.344833,3.344833
414983,2012,0.01326,0.8923269,0.8923269
414983,2013,0.017756,0.5314357,0.5314357
414983,2014,,1.744751,-0.8668542
414983,2015,,1.953805,-1.751212
414983,2016,,1.777671,0.3236178
414983,2017,,1.697906,1.716037
414983,2018,,1.790401,1.769894
414983,2019,,1.601768,1.604487
414983,2020,,1.494786,1.494678
414995,2005,,0.8475649,0.8475649
414995,2006,,3.807042,3.807042
414995,2007,,3.335074,3.335074
414995,2008,0.0448189,0.8056425,0.8056425
414995,2009,0.1106437,-5.223765,-5.223765
414995,2010,,3.786477,3.786477
414995,2011,,3.344833,3.344833
414995,2012,,0.8923269,0.8923269
414995,2013,,0.5314357,0.5314357
414995,2014,,1.744751,-0.8668542
414995,2015,,1.953805,-1.751212
414995,2016,,1.777671,0.3236178
414995,2017,,1.697906,1.716037
414995,2018,,1.790401,1.769894
414995,2019,,1.601768,1.604487
414995,2020,,1.494786,1.494678
415012,2005,,0.8475649,0.8475649
415012,2006,,3.807042,3.807042
415012,2007,,3.335074,3.335074
415012,2008,,0.8056425,0.8056425
415012,2009,0.0154289,-5.223765,-5.223765
415012,2010,0.009774,3.786477,3.786477
415012,2011,0.11121,3.344833,3.344833
415012,2012,,0.8923269,0.8923269
415012,2013,,0.5314357,0.5314357
415012,2014,,1.744751,-0.8668542
415012,2015,,1.953805,-1.751212
415012,2016,,1.777671,0.3236178
415012,2017,,1.697906,1.716037
415012,2018,,1.790401,1.769894
415012,2019,,1.601768,1.604487
415012,2020,,1.494786,1.494678
415275,2005,,0.8475649,0.8475649
415275,2006,,3.807042,3.807042
415275,2007,,3.335074,3.335074
415275,2008,0.0070842,0.8056425,0.8056425
415275,2009,,-5.223765,-5.223765
415275,2010,,3.786477,3.786477
415275,2011,,3.344833,3.344833
415275,2012,0.0077,0.8923269,0.8923269
415275,2013,0.008465,0.5314357,0.5314357
415275,2014,,1.744751,-0.8668542
415275,2015,,1.953805,-1.751212
415275,2016,,1.777671,0.3236178
415275,2017,,1.697906,1.716037
415275,2018,,1.790401,1.769894
415275,2019,,1.601768,1.604487
415275,2020,,1.494786,1.494678
415555,2005,,0.8475649,0.8475649
415555,2006,,3.807042,3.807042
415555,2007,,3.335074,3.335074
415555,2008,0.0143824,0.8056425,0.8056425
415555,2009,0.0147035,-5.223765,-5.223765
415555,2010,0.0001,3.786477,3.786477
415555,2011,0.000885,3.344833,3.344833
415555,2012,0.002132,0.8923269,0.8923269
415555,2013,0.004195,0.5314357,0.5314357
415555,2014,,1.744751,-0.8668542
415555,2015,,1.953805,-1.751212
415555,2016,,1.777671,0.3236178
415555,2017,,1.697906,1.716037
415555,2018,,1.790401,1.769894
415555,2019,,1.601768,1.604487
415555,2020,,1.494786,1.494678
415947,2005,,0.8475649,0.8475649
415947,2006,,3.807042,3.807042
415947,2007,,3.335074,3.335074
415947,2008,0.018,0.8056425,0.8056425
415947,2009,0.1,-5.223765,-5.223765
415947,2010,,3.786477,3.786477
415947,2011,,3.344833,3.344833
415947,2012,,0.8923269,0.8923269
415947,2013,,0.5314357,0.5314357
415947,2014,,1.744751,-0.8668542
415947,2015,,1.953805,-1.751212
415947,2016,,1.777671,0.3236178
415947,2017,,1.697906,1.716037
415947,2018,,1.790401,1.769894
415947,2019,,1.601768,1.604487
415947,2020,,1.494786,1.494678
417015,2005,,0.8475649,0.8475649
417015,2006,,3.807042,3.807042
417015,2007,,3.335074,3.335074
417015,2008,,0.8056425,0.8056425
417015,2009,,-5.223765,-5.223765
417015,2010,,3.786477,3.786477
417015,2011,,3.344833,3.344833
417015,2012,0.011367,0.8923269,0.8923269
417015,2013,0.014689,0.5314357,0.5314357
417015,2014,,1.744751,-0.8668542
417015,2015,,1.953805,-1.751212
417015,2016,,1.777671,0.3236178
417015,2017,,1.697906,1.716037
417015,2018,,1.790401,1.769894
417015,2019,,1.601768,1.604487
417015,2020,,1.494786,1.494678
417083,2005,,0.8475649,0.8475649
417083,2006,,3.807042,3.807042
417083,2007,,3.335074,3.335074
417083,2008,0.0053562,0.8056425,0.8056425
417083,2009,0.0165467,-5.223765,-5.223765
417083,2010,0.0001,3.786477,3.786477
417083,2011,0.000431,3.344833,3.344833
417083,2012,0.001476,0.8923269,0.8923269
417083,2013,0.002084,0.5314357,0.5314357
417083,2014,,1.744751,-0.8668542
417083,2015,,1.953805,-1.751212
417083,2016,,1.777671,0.3236178
417083,2017,,1.697906,1.716037
417083,2018,,1.790401,1.769894
417083,2019,,1.601768,1.604487
417083,2020,,1.494786,1.494678
417084,2005,,0.8475649,0.8475649
417084,2006,,3.807042,3.807042
417084,2007,,3.335074,3.335074
417084,2008,0.0053562,0.8056425,0.8056425
417084,2009,0.0165467,-5.223765,-5.223765
417084,2010,0.0001,3.786477,3.786477
417084,2011,0.000431,3.344833,3.344833
417084,2012,,0.8923269,0.8923269
417084,2013,,0.5314357,0.5314357
417084,2014,,1.744751,-0.8668542
417084,2015,,1.953805,-1.751212
417084,2016,,1.777671,0.3236178
417084,2017,,1.697906,1.716037
417084,2018,,1.790401,1.769894
417084,2019,,1.601768,1.604487
417084,2020,,1.494786,1.494678
417559,2005,,0.8475649,0.8475649
417559,2006,,3.807042,3.807042
417559,2007,,3.335074,3.335074
417559,2008,0.0066162,0.8056425,0.8056425
417559,2009,0.0151,-5.223765,-5.223765
417559,2010,0.0001,3.786477,3.786477
417559,2011,0.001794,3.344833,3.344833
